REF_DATE,GEO,Size of area of residence,"Household expenditures, summary-level categories",VALUE
2021,Canada,Rural,"Vehicle operation, security and communication services",41
2021,Canada,Rural,Gas and other fuels (all vehicles and tools),2567
2021,Canada,Rural,Parking (excluding parking fees included in rent and traffic and parking tickets),84
2021,Canada,Rural,"Drivers' licences and tests, and driving lessons",98
2021,Canada,Rural,Drivers' licences and tests,74
2021,Canada,Rural,Driving lessons,24
2021,Canada,Rural,Public transportation,288
2021,Canada,Rural,"City or commuter bus, subway, streetcar and commuter train",
2021,Canada,Rural,Taxi (including tips),14
2021,Canada,Rural,Peer-to-peer ride services,
2021,Canada,Rural,Other local passenger transportation,27
2021,Canada,Rural,Airplane,118
2021,Canada,Rural,Inter-city bus,
2021,Canada,Rural,Other inter-city passenger transportation services,
2021,Canada,Rural,Household moving and storage services,
2021,Canada,Rural,Health care,2785
2021,Canada,Rural,Direct health care costs to household,2115
2021,Canada,Rural,"Prescribed medicines, pharmaceutical products and cannabis for medical use",693
2021,Canada,Rural,Prescribed medicines and pharmaceutical products,679
2021,Canada,Rural,Cannabis for medical use,
2021,Canada,Rural,"Non-prescribed medicines, pharmaceutical products, health care supplies and equipment",440
2021,Canada,Rural,Health care services,286
2021,Canada,Rural,Health care practitioners (excluding general practitioners and specialists),155
2021,Canada,Rural,Health care by general practitioners and specialists,32
2021,Canada,Rural,"Weight control programs, smoking cessation programs and other medical services",27
2021,Canada,Rural,"Hospital care, nursing homes and other residential care facilities",
2021,Canada,Rural,Eye-care goods and services,245
2021,Canada,Rural,Prescription eye wear,173
2021,Canada,Rural,Non-prescription eye wear and other eye-care goods,
2021,Canada,Rural,"Eye-care services (e.g. surgery, exams)",53
2021,Canada,Rural,Dental services,451
2021,Canada,Rural,Private health insurance plan premiums,671
2021,Canada,Rural,Private health and dental plan premiums,517
2021,Canada,Rural,Accident or disability insurance premiums,153
